City_ID,City_Name,State_Name,State_ID,County_Name,County_FIPS,Latitude,Longitude,Population_August_13_2021,Density_August_13_2021,Zips,all_median_household_income_2019,all_change_in_median_household_income_between_2000_and_2019,all_median_non-family_income_2019,all_change_in_median_non-family_income_between_2000_and_2019,all_median_per_capita_income_2019,all_change_in_median_per_capita_income_between_2000_and_2019,white_median_household_income_2019,white_change_in_median_household_income_between_2000_and_2019,white_median_non-family_income_2019,white_change_in_median_non-family_income_between_2000_and_2019,white_median_per_capita_income_2019,white_change_in_median_per_capita_income_between_2000_and_2019,black_or_african_american_median_household_income_2019,black_or_african_american_change_in_median_household_income_between_2000_and_2019,black_or_african_american_median_non-family_income_2019,black_or_african_american_change_in_median_non-family_income_between_2000_and_2019,black_or_african_american_median_per_capita_income_2019,black_or_african_american_change_in_median_per_capita_income_between_2000_and_2019,asian_median_household_income_2019,asian_change_in_median_household_income_between_2000_and_2019,asian_median_non-family_income_2019,asian_change_in_median_non-family_income_between_2000_and_2019,asian_median_per_capita_income_2019,asian_change_in_median_per_capita_income_between_2000_and_2019,hispanic_or_latino_median_household_income_2019,hispanic_or_latino_change_in_median_household_income_between_2000_and_2019,hispanic_or_latino_median_non-family_income_2019,hispanic_or_latino_change_in_median_non-family_income_between_2000_and_2019,hispanic_or_latino_median_per_capita_income_2019,hispanic_or_latino_change_in_median_per_capita_income_between_2000_and_2019,american_indian_and_alaska_native_median_household_income_2019,american_indian_and_alaska_native_change_in_median_household_income_between_2000_and_2019,american_indian_and_alaska_native_median_non-family_income_2019,american_indian_and_alaska_native_change_in_median_non-family_income_between_2000_and_2019,american_indian_and_alaska_native_median_per_capita_income_2019,american_indian_and_alaska_native_change_in_median_per_capita_income_between_2000_and_2019,multirace_median_household_income_2019,multirace_change_in_median_household_income_between_2000_and_2019,multirace_median_non-family_income_2019,multirace_change_in_median_non-family_income_between_2000_and_2019,multirace_median_per_capita_income_2019,multirace_change_in_median_per_capita_income_between_2000_and_2019,other_median_household_income_2019,other_change_in_median_household_income_between_2000_and_2019,other_median_non-family_income_2019,other_change_in_median_non-family_income_between_2000_and_2019,other_median_per_capita_income_2019,other_change_in_median_per_capita_income_between_2000_and_2019,revenue_imputed_2017,payroll_imputed_2017,employees_imputed_2017
1840003563,Youngstown,Ohio,OH,Mahoning,39099,41.0993,-80.6463,378732,744,44502 44503 44504 44505 44506 44507 44509 44511 44510 44501 44555,"$29,143",+20.4%,"$23,959",+70.9%,"$17,661",+32.9%,"$33,771",+21.9%,"$26,386",+64.4%,"$22,284",+45.1%,"$25,491",+34.1%,"$17,557",+51.4%,"$13,534",+19.4%,"$28,788",Â -13.6%,"$58,624",+113.2%,"$16,829",+40.2%,"$18,724",Â -3.8%,"$18,522",+15.0%,"$11,590",+24.4%,"$50,523",N,"$28,243",N,"$17,434",+79.8%,"$13,788",Â -36.7%,"$30,128",N,"$8,250",Â -15.9%,"$6,234",N,"$36,706",+128.9%,"$4,131",Â -57.1%,20.93%,19.33%,18.00%
1840013368,Fayetteville,Arkansas,AR,Washington,05143,36.0713,-94.1660,351246,625,72704 72703 72701 72702,"$44,859",+43.1%,"$27,238",+34.0%,"$28,281",+54.4%,"$47,347",+46.4%,"$27,959",+34.0%,"$31,226",+60.6%,"$43,715",+96.4%,"$18,151",+8.1%,"$15,598",+45.9%,"$16,458",Â -5.2%,"$14,479",+26.8%,"$17,131",+36.8%,"$48,308",+125.4%,"$45,553",N,"$18,126",+109.9%,"$16,505",Â -1.9%,"$8,928",Â -39.3%,"$9,292",Â -32.4%,"$31,213",+21.7%,"$30,880",+77.2%,"$15,065",+39.9%,"$38,079",N,"$40,282",+102.3%,"$14,697",+81.6%,15.80%,15.77%,17.69%
1840019322,Anaheim,California,CA,Orange,06059,33.8390,-117.8572,350365,2688,92808 92806 92807 92804 92805 92802 92801 92803 92809 92812 92815 92816 92817 92825 92850 92899,"$76,075",+61.4%,"$59,091",+82.7%,"$31,368",+71.7%,"$73,082",+46.2%,"$57,483",+78.0%,"$30,587",+38.0%,"$51,744",+31.5%,"$46,384",+48.3%,"$31,135",+75.8%,"$98,557",+88.3%,"$64,481",+91.1%,"$40,482",+98.6%,"$67,293",+70.7%,"$47,445",+57.1%,"$21,312",+102.5%,"$100,846",+106.9%,"$69,475",+46.6%,"$26,103",+72.9%,"$90,680",+117.6%,"$90,518",N,"$21,070",+51.6%,"$77,454",N,"$67,024",+110.2%,"$21,695",+123.3%,19.44%,19.67%,22.33%
1840021731,Victorville,California,CA,San Bernardino,06071,34.5277,-117.3536,346789,641,92394 92395 92392 92393,"$60,391",+66.9%,"$38,342",+91.1%,"$18,042",+24.8%,"$61,726",+64.6%,"$40,195",+94.2%,"$19,526",+20.5%,"$31,106",+3.8%,"$27,634",+114.5%,"$12,909",Â -7.9%,"$36,912",Â -5.2%,"$27,316",Â -23.3%,"$24,066",+82.8%,"$63,666",+105.2%,"$30,529",+41.8%,"$16,172",+61.5%,"$67,689",+143.7%,"$66,455",+126.8%,"$20,004",+53.3%,"$70,047",+95.8%,"$102,445",N,"$18,011",+103.5%,"$67,477",N,"$28,417",+52.8%,"$17,228",+58.9%,19.44%,19.67%,22.33%
1840020516,Lancaster,California,CA,Los Angeles,06037,34.6935,-118.1753,343304,645,93535 93534 93536 93539 93584,"$56,672",+37.8%,"$31,319",+14.5%,"$22,586",+33.4%,"$64,215",+47.5%,"$31,554",+12.0%,"$24,305",+23.8%,"$42,395",+39.8%,"$14,651",Â -48.3%,"$16,994",+36.1%,"$86,328",+66.7%,"$50,349",N,"$41,607",+116.7%,"$60,490",+69.6%,"$30,234",+57.7%,"$17,551",+58.0%,"$61,438",+93.9%,"$50,291",+144.9%,"$21,917",+30.1%,"$68,721",+93.8%,"$37,232",+33.1%,"$17,601",+74.7%,"$44,202",N,"$23,831",+19.7%,"$18,580",+75.5%,19.44%,19.67%,22.33%
1840013356,Greensboro,North Carolina,NC,Guilford,37081,36.0956,-79.8269,343090,887,27410 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,"$49,748",+25.4%,"$35,269",+28.8%,"$30,112",+31.0%,"$62,931",+35.4%,"$42,373",+40.5%,"$42,120",+41.2%,"$38,051",+24.6%,"$26,934",+19.3%,"$20,638",+38.9%,"$85,785",+112.8%,"$33,164",+5.5%,"$29,872",+92.5%,"$56,606",+63.2%,"$34,483",+23.1%,"$20,082",+62.9%,"$36,475",Â -5.7%,"$35,927",+26.2%,"$21,666",+53.8%,"$49,056",+61.7%,"$47,975",+86.9%,"$15,727",+39.9%,"$32,046",N,"$31,339",+23.8%,"$16,701",+76.8%,20.19%,20.00%,19.33%
1840019718,Corpus Christi,Texas,TX,Nueces,48355,27.7260,-97.3755,342464,789,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480,"$55,564",+52.6%,"$29,869",+30.3%,"$26,979",+54.9%,"$56,687",+42.3%,"$30,794",+27.7%,"$27,015",+37.7%,"$33,165",+45.8%,"$32,827",+102.1%,"$20,246",+48.6%,"$116,037",+119.5%,"$33,691",+8.8%,"$47,601",+127.5%,"$51,926",+72.9%,"$30,474",+85.4%,"$22,435",+86.3%,"$47,836",+30.6%,"$49,210",N,"$35,847",N,"$51,124",+65.9%,"$6,701",Â -60.3%,"$18,763",+54.8%,"$48,912",N,"$31,936",+72.1%,"$21,099",+96.8%,22.41%,21.67%,23.00%
1840008261,Fort Wayne,Indiana,IN,Allen,18003,41.0886,-85.1437,334122,943,46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897,"$49,855",+36.5%,"$31,846",+31.7%,"$27,389",+47.9%,"$53,605",+39.6%,"$33,958",+36.3%,"$31,012",+52.5%,"$34,893",+28.2%,"$25,547",+24.7%,"$20,510",+54.1%,"$60,103",+48.2%,"$33,935",+21.5%,"$19,436",+16.4%,"$48,405",+40.9%,"$32,518",+47.8%,"$16,596",+49.2%,"$39,100",+37.8%,"$4,340",Â -72.6%,"$19,635",+25.8%,"$35,585",+13.8%,"$28,299",+16.2%,"$9,919",+7.9%,"$47,943",N,"$51,301",+111.6%,"$17,349",+49.7%,19.81%,19.33%,20.00%
1840021964,Santa Ana,California,CA,Orange,06059,33.7366,-117.8819,332318,4689,92703 92701 92705 92704 92707 92706 92702 92712 92735 92799,"$70,084",+61.4%,"$53,251",+66.4%,"$22,566",+85.7%,"$79,000",+78.9%,"$65,194",+89.7%,"$28,480",+96.1%,"$43,155",Â -8.3%,"$33,263",+22.4%,"$30,936",+73.7%,"$69,307",+44.4%,"$33,445",+71.8%,"$29,837",+102.4%,"$69,249",+66.6%,"$53,934",+94.3%,"$18,730",+102.0%,"$63,944",+61.0%,"$51,102",+21.9%,"$24,483",+136.0%,"$114,083",N,"$59,875",+109.8%,"$31,846",N,"$66,406",N,"$51,285",+89.6%,"$17,623",+96.1%,19.44%,19.67%,22.33%
1840002949,Flint,Michigan,MI,Genesee,26049,43.0235,-83.6922,332190,1103,48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557,"$32,236",+15.1%,"$21,151",+3.8%,"$19,479",+23.8%,"$37,785",+19.8%,"$26,197",+5.8%,"$26,366",+39.3%,"$26,497",+8.9%,"$14,764",Â -3.8%,"$15,803",+15.6%,"$22,221",Â -48.5%,"$40,566",Â -12.6%,"$8,898",Â -67.4%,"$33,238",+17.2%,"$24,040",+24.4%,"$16,583",+47.6%,"$17,212",Â -48.4%,"$11,609",+17.1%,"$7,336",Â -46.7%,"$21,865",+2.2%,"$17,681",Â -2.2%,"$10,123",+4.8%,"$75,706",N,"$46,293",+137.4%,"$17,516",+49.0%,19.81%,18.67%,20.33%
1840013490,Fayetteville,North Carolina,NC,Cumberland,37051,35.0846,-78.9776,327435,552,28304 28305 28306 28307 28301 28303 28308 28390 28311 28310 28314 28302 28309,"$43,789",+20.7%,"$31,834",+24.0%,"$25,141",+31.3%,"$49,986",+18.3%,"$36,539",+20.8%,"$30,527",+25.3%,"$39,435",+39.7%,"$29,096",+45.1%,"$22,135",+54.8%,"$51,451",+40.5%,"$42,651",+100.4%,"$22,117",+14.7%,"$43,053",+23.8%,"$36,010",+12.4%,"$20,879",+46.8%,"$35,673",+10.1%,"$30,288",+39.6%,"$21,560",+51.1%,"$31,727",Â -9.7%,"$25,971",Â -2.8%,"$12,574",+12.0%,"$64,051",N,"$72,078",N,"$21,086",+84.6%,20.19%,20.00%,19.33%
1840014895,Jackson,Mississippi,MS,Hinds,28049,32.3163,-90.2124,325350,558,39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,"$38,972",+28.1%,"$25,183",+21.2%,"$22,112",+29.2%,"$58,459",+39.5%,"$34,503",+31.5%,"$43,226",+42.8%,"$36,497",+41.2%,"$23,203",+40.7%,"$17,671",+47.0%,"$83,662",+98.3%,"$25,289",+1.2%,"$14,418",Â -29.2%,"$26,886",Â -9.3%,"$30,914",+80.5%,"$16,334",+8.3%,"$22,099",+4.0%,"$24,590",Â -35.4%,"$21,105",+122.7%,"$34,188",+28.2%,"$13,035",Â -24.4%,"$16,202",+56.2%,"$20,099",N,"$24,703",Â -17.0%,"$13,269",Â -15.8%,22.41%,17.00%,19.67%
1840021488,Santa Rosa,California,CA,Sonoma,06097,38.4458,-122.7067,324634,1605,95404 95409 95403 95401 95407 95405 95406,"$78,574",+54.3%,"$58,820",+78.4%,"$40,073",+63.6%,"$86,458",+66.7%,"$58,786",+75.9%,"$50,548",+83.4%,"$60,722",+38.8%,"$30,989",+0.7%,"$29,221",+69.2%,"$102,823",+127.0%,"$98,668",N,"$38,148",+110.4%,"$66,980",+40.1%,"$68,160",+114.8%,"$21,880",+75.0%,"$46,989",+5.1%,"$61,280",+114.8%,"$30,908",+73.3%,"$59,681",+29.5%,"$61,324",+85.8%,"$19,255",+44.0%,"$63,878",N,"$81,772",N,"$19,143",+66.5%,19.44%,19.67%,22.33%
1840003102,Lansing,Michigan,MI,Ingham,26065,42.7142,-84.5601,324286,1164,48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,"$41,066",+17.9%,"$34,499",+34.7%,"$24,221",+35.1%,"$42,925",+18.1%,"$35,468",+30.0%,"$28,146",+38.9%,"$31,964",+5.9%,"$24,230",+25.3%,"$16,135",+7.9%,"$44,565",+70.5%,"$23,753",+9.1%,"$23,045",+75.1%,"$43,146",+39.2%,"$28,824",+34.5%,"$18,053",+45.3%,"$23,157",Â -28.7%,"$16,663",Â -28.2%,"$15,535",+4.0%,"$46,474",+71.8%,"$56,223",N,"$13,930",+70.8%,"$51,012",N,"$71,183",N,"$20,356",+63.1%,19.81%,18.67%,20.33%
1840015211,Lexington,Kentucky,KY,Fayette,21067,38.0423,-84.4587,323152,439,40505 40506 40508 40509 40504 40507 40502 40503 40517 40516 40513 40511 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,"$58,356",+46.6%,"$40,100",+61.9%,"$34,947",+51.2%,"$63,294",+48.6%,"$41,645",+60.5%,"$39,211",+56.2%,"$46,238",+79.0%,"$24,852",+45.2%,"$23,087",+60.5%,"$61,324",+72.0%,"$32,346",+93.5%,"$36,983",+59.6%,"$44,527",+60.4%,"$39,433",+95.3%,"$18,599",+79.4%,"$23,882",Â -31.8%,"$27,740",+22.3%,"$11,778",Â -6.8%,"$45,310",+58.1%,"$32,209",+84.8%,"$13,698",+37.0%,"$43,157",N,"$39,003",+124.6%,"$18,790",+99.4%,17.22%,16.67%,19.33%
1840003172,Ann Arbor,Michigan,MI,Washtenaw,26161,42.2755,-83.7312,322267,1659,48103 48104 48105 48108 48109 48113,"$72,137",+55.8%,"$52,389",+70.5%,"$44,915",+70.0%,"$85,392",+69.8%,"$60,526",+80.4%,"$50,114",+72.8%,"$35,840",+11.1%,"$19,207",Â -14.6%,"$24,025",+25.9%,"$58,236",+62.5%,"$49,797",+148.1%,"$38,634",+93.4%,"$45,327",+16.7%,"$31,985",+16.8%,"$28,231",+59.6%,"$77,993",+148.5%,"$39,215",N,"$40,928",+95.5%,"$36,448",+18.8%,"$35,174",+66.2%,"$23,037",+68.1%,"$37,930",N,"$30,949",+24.1%,"$35,242",+126.1%,19.81%,18.67%,20.33%
1840020361,Henderson,Nevada,NV,Clark,32003,36.0133,-115.0380,320189,1165,89044 89052 89002 89074 89015 89014 89011 89012 89009 89077,"$81,505",+45.7%,"$52,206",+36.5%,"$44,274",+65.1%,"$82,776",+45.9%,"$51,196",+31.9%,"$47,530",+68.3%,"$58,214",+26.6%,"$43,853",+24.4%,"$39,800",+80.3%,"$84,283",+39.7%,"$58,793",+65.3%,"$43,622",+85.0%,"$70,967",+41.5%,"$56,888",+76.5%,"$28,613",+57.8%,"$84,388",+64.0%,"$65,060",N,"$39,302",+93.0%,"$111,142",+116.1%,"$120,280",N,"$24,239",+77.4%,"$77,090",N,"$65,145",+138.7%,"$29,533",+93.6%,17.31%,15.34%,18.45%
1840005061,Huntsville,Alabama,AL,Madison,01089,34.6988,-86.6412,319249,361,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,"$54,342",+32.3%,"$37,111",+45.5%,"$34,274",+42.7%,"$70,420",+45.5%,"$45,501",+56.2%,"$41,678",+41.6%,"$32,097",+28.0%,"$26,713",+64.0%,"$21,507",+58.3%,"$90,750",+102.8%,"$60,725",+82.6%,"$80,108",N,"$29,729",Â -30.4%,"$20,007",Â -28.9%,"$17,645",+12.4%,"$99,524",N,"$29,192",+73.0%,"$42,569",N,"$48,165",+54.8%,"$29,641",+27.6%,"$22,442",+64.7%,"$25,140",N,"$13,780",Â -48.0%,"$10,777",Â -12.3%,19.81%,17.33%,19.67%
1840006009,Mobile,Alabama,AL,Mobile,01097,30.6783,-88.1162,315502,522,36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691,"$46,788",+48.8%,"$31,197",+59.7%,"$27,432",+51.8%,"$64,033",+57.7%,"$40,927",+73.0%,"$39,735",+59.5%,"$35,657",+73.3%,"$24,566",+85.5%,"$19,046",+73.1%,"$62,646",+110.5%,"$46,585",N,"$31,584",+143.3%,"$36,172",+33.0%,"$27,953",+34.6%,"$26,632",+65.8%,"$89,420",N,"$11,112",Â -8.8%,"$23,916",+71.0%,"$49,279",+84.3%,"$31,949",+73.5%,"$20,638",+79.5%,"$23,568",N,"$22,772",+27.7%,"$8,956",Â -32.0%,19.81%,17.33%,19.67%
1840020151,Fort Collins,Colorado,CO,Larimer,08069,40.5478,-105.0656,312666,1149,80521 80528 80526 80524 80525 80523 80527 80553,"$70,474",+58.5%,"$45,202",+67.6%,"$38,903",+75.8%,"$71,995",+59.2%,"$45,078",+65.3%,"$40,807",+77.9%,"$45,453",+15.1%,"$47,845",+51.6%,"$24,444",+31.6%,"$75,618",+67.2%,"$70,482",N,"$36,032",+75.0%,"$61,225",+74.5%,"$34,796",+63.9%,"$26,413",+83.6%,"$54,043",+53.3%,"$47,181",Â +76.5%,"$22,717",+53.9%,"$61,458",+95.7%,"$36,297",+114.0%,"$18,551",+54.6%,"$78,380",N,"$55,055",N,"$20,702",+53.3%,20.93%,20.33%,20.67%
1840013411,Asheville,North Carolina,NC,Buncombe,37021,35.5704,-82.5536,312507,786,28806 28805 28804 28803 28801 28776 28810 28814 28815 28816,"$52,339",+59.7%,"$36,067",+66.6%,"$32,635",+63.0%,"$53,459",+49.5%,"$37,344",+61.1%,"$35,977",+60.3%,"$45,705",+143.5%,"$13,147",Â -0.2%,"$17,686",+56.0%,"$94,365",+119.9%,"$72,469",+138.3%,"$27,480",+96.8%,"$33,628",Â -0.6%,"$35,117",+86.6%,"$19,978",+70.5%,"$76,571",N,"$19,510",N,"$12,754",+8.8%,"$32,193",+35.2%,"$40,205",N,"$5,866",Â -50.5%,"$50,398",N,"$34,101",Â -5.8%,"$28,033",+135.5%,20.19%,20.00%,19.33%
1840021864,Santa Clarita,California,CA,Los Angeles,06037,34.4175,-118.4964,312446,1162,91321 91351 91350 91355 91354 91387 91322 91382 91385 91386,"$97,904",+46.7%,"$51,156",+23.7%,"$41,073",+53.0%,"$96,936",+42.7%,"$50,540",+23.1%,"$42,967",+48.9%,"$88,924",+27.2%,"$52,471",+35.4%,"$40,203",+44.3%,"$148,711",+117.5%,"$130,208",N,"$45,103",+90.4%,"$88,156",+57.9%,"$66,968",+52.3%,"$28,101",+76.9%,"$43,965",Â -29.9%,"$30,129",+104.7%,"$25,901",+40.0%,"$110,417",+78.5%,"$56,500",+34.9%,"$19,696",+20.6%,"$87,467",N,"$61,349",+32.9%,"$29,750",+96.6%,19.44%,19.67%,22.33%
1840008940,St. Paul,Minnesota,MN,Ramsey,27123,44.9477,-93.1040,308096,2288,55114 55117 55116 55119 55130 55101 55155 55102 55103 55106 55107 55104 55105 55108 55131 55133 55144 55145 55146 55164 55170,"$63,174",+62.9%,"$44,358",+55.3%,"$32,477",+60.6%,"$71,922",+70.5%,"$50,731",+68.4%,"$43,461",+74.1%,"$38,106",+50.7%,"$24,896",+27.8%,"$17,199",+37.6%,"$56,642",+76.2%,"$36,198",+123.1%,"$18,142",+111.4%,"$41,604",+23.2%,"$24,364",+5.6%,"$18,151",+60.8%,"$39,400",+34.1%,"$87,365",N,"$25,456",+118.5%,"$52,622",+91.2%,"$45,234",+131.7%,"$14,907",+49.3%,"$57,227",N,"$21,854",Â -10.3%,"$19,937",+72.7%,19.80%,16.07%,17.86%
1840018903,Antioch,California,CA,Contra Costa,06013,37.9789,-121.7958,302419,1466,94531 94509,"$72,412",+20.0%,"$47,076",+37.1%,"$32,117",+45.0%,"$77,381",+28.0%,"$47,049",+37.6%,"$41,333",+72.7%,"$72,340",+9.2%,"$68,971",+57.3%,"$28,883",+19.2%,"$100,876",+53.4%,"$42,049",+6.8%,"$35,171",+58.3%,"$71,449",+42.0%,"$51,064",+70.2%,"$26,939",+84.9%,"$80,458",+31.6%,"$94,794",+97.8%,"$22,394",Â -20.0%,"$44,210",Â -20.5%,"$31,673",+72.2%,"$20,416",+50.8%,"$70,461",N,"$2,499",Â -92.3%,"$19,466",+36.8%,19.44%,19.67%,22.33%
1840015108,Lakeland,Florida,FL,Polk,12105,28.0556,-81.9545,302284,654,33813 33803 33801 33805 33815 33811 33802 33804 33806,"$47,902",+44.6%,"$30,434",+33.2%,"$27,119",+37.2%,"$52,621",+46.9%,"$31,020",+27.4%,"$30,560",+35.8%,"$33,271",+42.2%,"$26,671",+60.7%,"$20,016",+67.2%,"$88,926",+101.9%,"$49,714",+64.7%,"$29,569",+49.4%,"$37,087",+25.5%,"$21,744",+13.4%,"$23,913",+81.6%,"$63,288",+131.3%,"$15,936",Â -18.6%,"$12,919",+28.8%,"$90,463",N,"$54,519",+115.6%,"$12,783",+30.8%,"$40,023",N,"$25,900",+8.2%,"$22,805",+107.3%,19.81%,20.33%,22.33%
1840001383,Trenton,New Jersey,NJ,Mercer,34021,40.2236,-74.7641,290716,4238,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,"$34,000",+9.4%,"$21,013",+9.9%,"$19,180",+31.2%,"$32,393",Â -5.2%,"$22,943",+6.6%,"$20,818",+15.9%,"$28,008",Â -3.4%,"$20,737",+24.5%,"$20,308",+52.7%,"$130,831",N,"$12,904",Â -21.9%,"$37,073",N,"$36,208",+13.3%,"$21,634",+26.1%,"$16,566",+50.1%,"$32,701",Â -23.4%,"$17,580",+111.0%,"$26,316",Â -23.8%,"$33,545",Â -12.9%,"$19,287",+0.8%,"$11,565",Â -6.8%,"$38,045",N,"$31,153",+69.4%,"$11,615",+4.3%,21.67%,19.00%,25.67%
1840009357,Lincoln,Nebraska,NE,Lancaster,31109,40.8090,-96.6788,289490,1160,68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68509 68529 68542 68544 68583 68588,"$59,228",+45.9%,"$37,123",+45.9%,"$33,249",+58.4%,"$61,359",+48.1%,"$39,513",+53.6%,"$36,318",+65.0%,"$33,068",+22.5%,"$29,322",+51.1%,"$18,103",+34.1%,"$44,597",+11.4%,"$35,191",+103.8%,"$23,813",+56.5%,"$51,217",+65.1%,"$26,535",+19.9%,"$17,402",+52.1%,"$60,554",N,"$29,651",+74.1%,"$15,002",+39.4%,"$35,430",+35.2%,"$35,946",+121.2%,"$6,760",Â -29.7%,"$40,803",N,"$30,147",+15.9%,"$17,119",+64.6%,16.11%,15.33%,17.00%
1840009904,Springfield,Missouri,MO,Greene,29077,37.1943,-93.2916,288090,786,65810 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65897 65898 65899,"$35,677",+20.7%,"$25,779",+31.5%,"$24,831",+40.2%,"$36,372",+21.4%,"$26,296",+32.5%,"$25,645",+40.3%,"$25,097",Â -0.9%,"$21,825",+54.2%,"$16,520",+41.3%,"$38,105",+36.9%,"$15,252",Â -5.7%,"$48,728",N,"$30,950",+37.2%,"$17,551",+51.7%,"$21,835",+126.8%,"$32,986",+47.5%,"$29,373",+117.1%,"$18,927",+59.6%,"$16,303",Â -29.0%,"$36,156",+132.7%,"$7,297",Â -27.1%,"$54,599",N,"$20,968",+115.1%,"$12,724",+21.0%,18.70%,17.00%,18.00%
1840023385,Anchorage,Alaska,AK,Anchorage,02020,61.1508,-149.1091,288000,65,99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599,"$82,716",+48.9%,"$54,962",+46.6%,"$41,422",+63.8%,"$90,766",+51.5%,"$62,469",+56.0%,"$50,396",+73.7%,"$68,379",+59.6%,"$65,408",+113.4%,"$30,197",+60.6%,"$87,478",+96.2%,"$73,864",N,"$34,742",+109.2%,"$73,255",+76.4%,"$53,811",+67.0%,"$28,140",+86.6%,"$45,976",+22.8%,"$24,296",+11.1%,"$25,185",+61.9%,"$84,622",+78.6%,"$38,141",+6.2%,"$21,952",+70.2%,"$58,294",N,"$39,371",+46.9%,"$20,850",+49.6%,18.46%,16.33%,18.79%
1840020662,Plano,Texas,TX,Collin,48085,33.0502,-96.7487,287677,1549,75093 75023 75025 75024 75074 75075 75026 75086,"$93,321",+18.5%,"$55,693",+19.2%,"$48,957",+34.1%,"$93,573",+15.4%,"$61,150",+31.2%,"$53,483",+35.8%,"$58,423",Â -5.1%,"$37,383",Â -19.5%,"$30,738",+5.9%,"$112,559",+31.2%,"$71,961",+37.8%,"$47,605",+56.8%,"$66,179",+33.4%,"$45,614",+9.2%,"$32,233",+73.6%,"$62,641",+2.0%,"$92,786",+138.1%,"$26,034",Â -0.3%,"$79,355",+12.8%,"$37,091",Â -10.6%,"$25,674",+27.2%,"$83,103",N,"$37,866",Â -5.9%,"$28,793",+91.7%,22.41%,21.67%,23.00%
1840019325,Irvine,California,CA,Orange,06059,33.6772,-117.7738,287401,1691,92617 92614 92612 92618 92620 92602 92603 92604 92606 92616 92619 92650 92697 92698,"$111,574",+54.8%,"$72,947",+58.1%,"$52,045",+61.7%,"$113,779",+48.4%,"$89,225",+77.6%,"$57,805",+52.2%,"$110,579",+110.9%,"$72,311",+88.7%,"$49,283",+91.6%,"$110,938",+65.0%,"$55,426",+110.8%,"$50,143",+106.6%,"$87,506",+39.8%,"$53,590",+34.0%,"$34,614",+50.8%,"$101,152",+46.3%,"$86,348",N,"$37,805",+108.0%,"$118,492",+122.9%,"$45,029",+72.4%,"$25,933",+38.0%,"$43,820",N,"$62,246",+67.6%,"$19,772",Â -4.8%,19.44%,19.67%,22.33%
1840007081,Davenport,Iowa,IA,Scott,19163,41.5563,-90.6052,285362,617,52802 52803 52801 52806 52807 52804 52805 52808 52809,"$57,374",+54.1%,"$34,364",+48.1%,"$30,376",+61.3%,"$59,516",+53.3%,"$33,966",+40.6%,"$33,295",+63.6%,"$40,342",+79.9%,"$44,122",N,"$19,558",+78.4%,"$87,567",+117.1%,"$47,741",N,"$21,831",+34.5%,"$60,896",+91.5%,"$38,863",+51.0%,"$19,047",+84.7%,"$32,544",Â -6.8%,"$8,601",Â -52.8%,"$17,169",+16.5%,"$29,836",Â -15.4%,"$34,092",+136.0%,"$12,709",+70.1%,"$45,542",N,"$53,550",+104.0%,"$29,833",N,17.59%,16.33%,17.33%
1840009132,Rockford,Illinois,IL,Winnebago,17201,42.2597,-89.0641,282762,873,61114 61109 61108 61104 61107 61101 61103 61102 61105 61106 61110 61125 61126,"$46,803",+24.3%,"$28,620",+16.8%,"$24,782",+25.3%,"$52,854",+32.1%,"$29,599",+17.2%,"$28,421",+26.5%,"$31,137",+18.7%,"$25,645",+61.0%,"$17,780",+46.0%,"$54,688",Â -5.0%,"$34,413",+40.0%,"$19,394",Â -2.1%,"$40,114",+9.8%,"$21,930",Â -14.2%,"$16,003",+37.1%,"$11,293",Â -71.2%,"$14,887",+21.0%,"$11,932",Â -3.9%,"$30,729",+1.6%,"$23,550",Â -8.8%,"$9,980",Â -3.8%,"$56,188",N,"$34,681",+28.5%,"$19,703",+66.8%,19.81%,19.33%,20.67%
